subject_id;demand;feedb_awar_var;heard_awar_var;hyp_awar_1;manip_belif_you;manip_belief_people;quali_chek_hap;quali_chek_neu;quali_chek_dis;exper_note_var;block.num;trial;happy;anger;hap;sat;enj;agg;irr;ann;dif
101;null;3;Yes;0;Yes;Yes;5;5;No distractions whatsoever;;1;happ;1.33333333333333;0.666666666666667;4;0;0;2;0;0;1
101;null;3;Yes;0;Yes;Yes;5;5;No distractions whatsoever;;2;happ;1.66666666666667;2;3;0;2;0;2;4;0
101;null;3;Yes;0;Yes;Yes;5;5;No distractions whatsoever;;3;happ;2;0.666666666666667;2;0;4;0;1;1;0
101;null;3;Yes;0;Yes;Yes;5;5;No distractions whatsoever;;1;neut;1;0;0;3;0;0;0;0;0
101;null;3;Yes;0;Yes;Yes;5;5;No distractions whatsoever;;2;neut;2.66666666666667;0.333333333333333;2;3;3;0;1;0;0
101;null;3;Yes;0;Yes;Yes;5;5;No distractions whatsoever;;3;neut;1;0.666666666666667;2;0;1;0;1;1;0
102;posi;2;No;1;I am not sure;I am not sure;6;6;I think I have a new neighbor who just decided to start building in his room .;The thing she specifically pointed out was that she was surprised the experiment took so much shorter than the timeslot said. It was scheduled for 45min, but she was done in 15min, so she was surprised about that and was not expecting that. Furthermore no important remarks.;1;happ;0.666666666666667;2;0;2;0;0;3;3;0
102;posi;2;No;1;I am not sure;I am not sure;6;6;I think I have a new neighbor who just decided to start building in his room .;The thing she specifically pointed out was that she was surprised the experiment took so much shorter than the timeslot said. It was scheduled for 45min, but she was done in 15min, so she was surprised about that and was not expecting that. Furthermore no important remarks.;2;happ;0;1.66666666666667;0;0;0;2;2;1;1
102;posi;2;No;1;I am not sure;I am not sure;6;6;I think I have a new neighbor who just decided to start building in his room .;The thing she specifically pointed out was that she was surprised the experiment took so much shorter than the timeslot said. It was scheduled for 45min, but she was done in 15min, so she was surprised about that and was not expecting that. Furthermore no important remarks.;3;happ;0;1.66666666666667;0;0;0;1;2;2;0
102;posi;2;No;1;I am not sure;I am not sure;6;6;I think I have a new neighbor who just decided to start building in his room .;The thing she specifically pointed out was that she was surprised the experiment took so much shorter than the timeslot said. It was scheduled for 45min, but she was done in 15min, so she was surprised about that and was not expecting that. Furthermore no important remarks.;1;neut;0;0;0;0;0;0;0;0;0
102;posi;2;No;1;I am not sure;I am not sure;6;6;I think I have a new neighbor who just decided to start building in his room .;The thing she specifically pointed out was that she was surprised the experiment took so much shorter than the timeslot said. It was scheduled for 45min, but she was done in 15min, so she was surprised about that and was not expecting that. Furthermore no important remarks.;2;neut;0.333333333333333;0;0;0;1;0;0;0;0
102;posi;2;No;1;I am not sure;I am not sure;6;6;I think I have a new neighbor who just decided to start building in his room .;The thing she specifically pointed out was that she was surprised the experiment took so much shorter than the timeslot said. It was scheduled for 45min, but she was done in 15min, so she was surprised about that and was not expecting that. Furthermore no important remarks.;3;neut;0;1.66666666666667;0;0;0;2;2;1;0
103;null;0;No;0;Yes;Yes;4;5;There were people talking in another room which I could hear clearly.;The participant had no clue of what the experiment was about, and he had heard of the facial feedback theory before, but he did not know what it was about exactly anymore. Again, the experiment took less than 20min to complete.;1;happ;0.333333333333333;0;0;0;1;0;0;0;0
103;null;0;No;0;Yes;Yes;4;5;There were people talking in another room which I could hear clearly.;The participant had no clue of what the experiment was about, and he had heard of the facial feedback theory before, but he did not know what it was about exactly anymore. Again, the experiment took less than 20min to complete.;2;happ;0.333333333333333;0;0;0;1;0;0;0;0
103;null;0;No;0;Yes;Yes;4;5;There were people talking in another room which I could hear clearly.;The participant had no clue of what the experiment was about, and he had heard of the facial feedback theory before, but he did not know what it was about exactly anymore. Again, the experiment took less than 20min to complete.;3;happ;0;0;0;0;0;0;0;0;0
103;null;0;No;0;Yes;Yes;4;5;There were people talking in another room which I could hear clearly.;The participant had no clue of what the experiment was about, and he had heard of the facial feedback theory before, but he did not know what it was about exactly anymore. Again, the experiment took less than 20min to complete.;1;neut;0;0;0;0;0;0;0;0;0
103;null;0;No;0;Yes;Yes;4;5;There were people talking in another room which I could hear clearly.;The participant had no clue of what the experiment was about, and he had heard of the facial feedback theory before, but he did not know what it was about exactly anymore. Again, the experiment took less than 20min to complete.;2;neut;0;0;0;0;0;0;0;0;0
103;null;0;No;0;Yes;Yes;4;5;There were people talking in another room which I could hear clearly.;The participant had no clue of what the experiment was about, and he had heard of the facial feedback theory before, but he did not know what it was about exactly anymore. Again, the experiment took less than 20min to complete.;3;neut;0;0;0;0;0;0;0;0;0
104;posi;3;Yes;0;I am not sure;Yes;5;5;My boyfriend was in the room;;1;happ;0.333333333333333;1.66666666666667;0;0;1;0;2;3;0
104;posi;3;Yes;0;I am not sure;Yes;5;5;My boyfriend was in the room;;2;happ;1.33333333333333;0.666666666666667;2;1;1;0;1;1;0
104;posi;3;Yes;0;I am not sure;Yes;5;5;My boyfriend was in the room;;3;happ;1.66666666666667;0;2;2;1;0;0;0;0
104;posi;3;Yes;0;I am not sure;Yes;5;5;My boyfriend was in the room;;1;neut;1;0;2;1;0;0;0;0;0
104;posi;3;Yes;0;I am not sure;Yes;5;5;My boyfriend was in the room;;2;neut;0.666666666666667;0;0;1;1;0;0;0;0
104;posi;3;Yes;0;I am not sure;Yes;5;5;My boyfriend was in the room;;3;neut;0.333333333333333;0.666666666666667;0;1;0;0;1;1;0
105;null;4;Yes;0;No;No;5;6;No distractions at all;the experiment went smoothly;1;happ;0;0;0;0;0;0;0;0;0
105;null;4;Yes;0;No;No;5;6;No distractions at all;the experiment went smoothly;2;happ;1;0;2;1;0;0;0;0;0
105;null;4;Yes;0;No;No;5;6;No distractions at all;the experiment went smoothly;3;happ;0;0;0;0;0;0;0;0;0
105;null;4;Yes;0;No;No;5;6;No distractions at all;the experiment went smoothly;1;neut;0;0;0;0;0;0;0;0;0
105;null;4;Yes;0;No;No;5;6;No distractions at all;the experiment went smoothly;2;neut;0;0;0;0;0;0;0;0;0
105;null;4;Yes;0;No;No;5;6;No distractions at all;the experiment went smoothly;3;neut;0;0;0;0;0;0;0;0;2
106;posi;3;No;0;Yes;I am not sure;5;6;My earplugs made background noise the whole time which was a bit annoying.;;1;happ;3.66666666666667;0;4;3;4;0;0;0;2
106;posi;3;No;0;Yes;I am not sure;5;6;My earplugs made background noise the whole time which was a bit annoying.;;2;happ;3.33333333333333;0;5;1;4;0;0;0;3
106;posi;3;No;0;Yes;I am not sure;5;6;My earplugs made background noise the whole time which was a bit annoying.;;3;happ;3.33333333333333;0;4;1;5;0;0;0;1
106;posi;3;No;0;Yes;I am not sure;5;6;My earplugs made background noise the whole time which was a bit annoying.;;1;neut;1.33333333333333;0.666666666666667;1;2;1;0;1;1;0
106;posi;3;No;0;Yes;I am not sure;5;6;My earplugs made background noise the whole time which was a bit annoying.;;2;neut;0;0;0;0;0;0;0;0;0
106;posi;3;No;0;Yes;I am not sure;5;6;My earplugs made background noise the whole time which was a bit annoying.;;3;neut;0.666666666666667;0;1;0;1;0;0;0;0
107;null;4;Yes;0;Yes;No;5;5;I was alone in the room and did not experience any distractions. I had a quick drink of water after the final movement exercise;everything went smoothly;1;happ;1;0.333333333333333;2;0;1;0;0;1;0
107;null;4;Yes;0;Yes;No;5;5;I was alone in the room and did not experience any distractions. I had a quick drink of water after the final movement exercise;everything went smoothly;2;happ;0.666666666666667;0.666666666666667;1;0;1;0;1;1;0
107;null;4;Yes;0;Yes;No;5;5;I was alone in the room and did not experience any distractions. I had a quick drink of water after the final movement exercise;everything went smoothly;3;happ;0;1.33333333333333;0;0;0;1;1;2;0
107;null;4;Yes;0;Yes;No;5;5;I was alone in the room and did not experience any distractions. I had a quick drink of water after the final movement exercise;everything went smoothly;1;neut;0;0.666666666666667;0;0;0;0;1;1;0
107;null;4;Yes;0;Yes;No;5;5;I was alone in the room and did not experience any distractions. I had a quick drink of water after the final movement exercise;everything went smoothly;2;neut;0;0.666666666666667;0;0;0;0;1;1;0
107;null;4;Yes;0;Yes;No;5;5;I was alone in the room and did not experience any distractions. I had a quick drink of water after the final movement exercise;everything went smoothly;3;neut;0;0.666666666666667;0;0;0;0;1;1;0
108;posi;4;Yes;0;Yes;No;6;6;There were no distractions available;everything went smoothly;1;happ;0;3;0;0;0;3;3;3;0
108;posi;4;Yes;0;Yes;No;6;6;There were no distractions available;everything went smoothly;2;happ;0;3;0;0;0;3;3;3;0
108;posi;4;Yes;0;Yes;No;6;6;There were no distractions available;everything went smoothly;3;happ;0;4;0;0;0;4;4;4;0
108;posi;4;Yes;0;Yes;No;6;6;There were no distractions available;everything went smoothly;1;neut;0;0;0;0;0;0;0;0;0
108;posi;4;Yes;0;Yes;No;6;6;There were no distractions available;everything went smoothly;2;neut;0;0;0;0;0;0;0;0;0
108;posi;4;Yes;0;Yes;No;6;6;There were no distractions available;everything went smoothly;3;neut;0;0;0;0;0;0;0;0;0
109;posi;2;Yes;0;Yes;Yes;6;6;There was no one in the room, no music or TV. Only the sound of the experimenter who was having a cold I think, so I heard him sometimes. ;experiment went smoothly;1;happ;3.33333333333333;0;4;3;3;0;0;0;1
109;posi;2;Yes;0;Yes;Yes;6;6;There was no one in the room, no music or TV. Only the sound of the experimenter who was having a cold I think, so I heard him sometimes. ;experiment went smoothly;2;happ;0.666666666666667;0.666666666666667;1;0;1;0;1;1;1
109;posi;2;Yes;0;Yes;Yes;6;6;There was no one in the room, no music or TV. Only the sound of the experimenter who was having a cold I think, so I heard him sometimes. ;experiment went smoothly;3;happ;0;1.33333333333333;0;0;0;0;2;2;0
109;posi;2;Yes;0;Yes;Yes;6;6;There was no one in the room, no music or TV. Only the sound of the experimenter who was having a cold I think, so I heard him sometimes. ;experiment went smoothly;1;neut;1.66666666666667;0.333333333333333;2;1;2;0;0;1;1
109;posi;2;Yes;0;Yes;Yes;6;6;There was no one in the room, no music or TV. Only the sound of the experimenter who was having a cold I think, so I heard him sometimes. ;experiment went smoothly;2;neut;0.333333333333333;0.666666666666667;0;0;1;0;1;1;0
109;posi;2;Yes;0;Yes;Yes;6;6;There was no one in the room, no music or TV. Only the sound of the experimenter who was having a cold I think, so I heard him sometimes. ;experiment went smoothly;3;neut;0;1.66666666666667;0;0;0;2;1;2;0
110;posi;3;Yes;1;Yes;Yes;5;6;There was music playing, not in this room but in another room that i could slightly hear. There are also childern playing/screaming outside and some noise of a lawn mower. ;;1;happ;3.66666666666667;1;4;3;4;0;2;1;0
110;posi;3;Yes;1;Yes;Yes;5;6;There was music playing, not in this room but in another room that i could slightly hear. There are also childern playing/screaming outside and some noise of a lawn mower. ;;2;happ;1.66666666666667;1.33333333333333;3;2;0;0;1;3;0
110;posi;3;Yes;1;Yes;Yes;5;6;There was music playing, not in this room but in another room that i could slightly hear. There are also childern playing/screaming outside and some noise of a lawn mower. ;;3;happ;2.66666666666667;0;3;2;3;0;0;0;0
110;posi;3;Yes;1;Yes;Yes;5;6;There was music playing, not in this room but in another room that i could slightly hear. There are also childern playing/screaming outside and some noise of a lawn mower. ;;1;neut;2;0.333333333333333;2;3;1;1;0;0;0
110;posi;3;Yes;1;Yes;Yes;5;6;There was music playing, not in this room but in another room that i could slightly hear. There are also childern playing/screaming outside and some noise of a lawn mower. ;;2;neut;1;0;2;1;0;0;0;0;0
110;posi;3;Yes;1;Yes;Yes;5;6;There was music playing, not in this room but in another room that i could slightly hear. There are also childern playing/screaming outside and some noise of a lawn mower. ;;3;neut;1.33333333333333;0;1;2;1;0;0;0;0
113;posi;4;Yes;0;I am not sure;Yes;5;5;There were not many distractions except for  people walking by my window and a roommate talking upstairs.;;1;happ;0.666666666666667;0;0;1;1;0;0;0;1
113;posi;4;Yes;0;I am not sure;Yes;5;5;There were not many distractions except for  people walking by my window and a roommate talking upstairs.;;2;happ;0;0;0;0;0;0;0;0;0
113;posi;4;Yes;0;I am not sure;Yes;5;5;There were not many distractions except for  people walking by my window and a roommate talking upstairs.;;3;happ;0;0.333333333333333;0;0;0;0;0;1;0
113;posi;4;Yes;0;I am not sure;Yes;5;5;There were not many distractions except for  people walking by my window and a roommate talking upstairs.;;1;neut;0;0;0;0;0;0;0;0;0
113;posi;4;Yes;0;I am not sure;Yes;5;5;There were not many distractions except for  people walking by my window and a roommate talking upstairs.;;2;neut;0.333333333333333;0;0;0;1;0;0;0;1
113;posi;4;Yes;0;I am not sure;Yes;5;5;There were not many distractions except for  people walking by my window and a roommate talking upstairs.;;3;neut;0;0;0;0;0;0;0;0;0
114;null;2;No;1;Yes;Yes;5;5;No distractions at all. ;;1;happ;5;0;5;5;5;0;0;0;0
114;null;2;No;1;Yes;Yes;5;5;No distractions at all. ;;2;happ;5;0;5;5;5;0;0;0;0
114;null;2;No;1;Yes;Yes;5;5;No distractions at all. ;;3;happ;5;1;5;5;5;1;1;1;0
114;null;2;No;1;Yes;Yes;5;5;No distractions at all. ;;1;neut;0;0;0;0;0;0;0;0;0
114;null;2;No;1;Yes;Yes;5;5;No distractions at all. ;;2;neut;0;0;0;0;0;0;0;0;0
114;null;2;No;1;Yes;Yes;5;5;No distractions at all. ;;3;neut;0;0;0;0;0;0;0;0;0
121;null;1;Yes;1;No;No;5;5;there were no distractions, just me and the computer;She thought it was about the irritation. She did see that we did not believe in facial feeback.;1;happ;0;0;0;0;0;0;0;0;0
121;null;1;Yes;1;No;No;5;5;there were no distractions, just me and the computer;She thought it was about the irritation. She did see that we did not believe in facial feeback.;2;happ;0;0;0;0;0;0;0;0;0
121;null;1;Yes;1;No;No;5;5;there were no distractions, just me and the computer;She thought it was about the irritation. She did see that we did not believe in facial feeback.;3;happ;0;0;0;0;0;0;0;0;0
121;null;1;Yes;1;No;No;5;5;there were no distractions, just me and the computer;She thought it was about the irritation. She did see that we did not believe in facial feeback.;1;neut;0;0;0;0;0;0;0;0;0
121;null;1;Yes;1;No;No;5;5;there were no distractions, just me and the computer;She thought it was about the irritation. She did see that we did not believe in facial feeback.;2;neut;0;0;0;0;0;0;0;0;0
121;null;1;Yes;1;No;No;5;5;there were no distractions, just me and the computer;She thought it was about the irritation. She did see that we did not believe in facial feeback.;3;neut;0;0.666666666666667;0;0;0;0;1;1;0
122;posi;3;No;1;Yes;Yes;5;5;Some minor talking outside of my room, but not enough so that I could really hear what was being said.;Last van irritatie gaandeweg het onderzoek. Had gezien dat wij verwachten dat het zou werken.;1;happ;2.66666666666667;0.333333333333333;4;3;1;0;0;1;0
122;posi;3;No;1;Yes;Yes;5;5;Some minor talking outside of my room, but not enough so that I could really hear what was being said.;Last van irritatie gaandeweg het onderzoek. Had gezien dat wij verwachten dat het zou werken.;2;happ;1.33333333333333;1;3;0;1;1;1;1;0
122;posi;3;No;1;Yes;Yes;5;5;Some minor talking outside of my room, but not enough so that I could really hear what was being said.;Last van irritatie gaandeweg het onderzoek. Had gezien dat wij verwachten dat het zou werken.;3;happ;1;0.666666666666667;3;0;0;0;1;1;0
122;posi;3;No;1;Yes;Yes;5;5;Some minor talking outside of my room, but not enough so that I could really hear what was being said.;Last van irritatie gaandeweg het onderzoek. Had gezien dat wij verwachten dat het zou werken.;1;neut;2;0;3;2;1;0;0;0;0
122;posi;3;No;1;Yes;Yes;5;5;Some minor talking outside of my room, but not enough so that I could really hear what was being said.;Last van irritatie gaandeweg het onderzoek. Had gezien dat wij verwachten dat het zou werken.;2;neut;1;1;3;0;0;1;1;1;0
122;posi;3;No;1;Yes;Yes;5;5;Some minor talking outside of my room, but not enough so that I could really hear what was being said.;Last van irritatie gaandeweg het onderzoek. Had gezien dat wij verwachten dat het zou werken.;3;neut;1;1;3;0;0;1;1;1;0
123;null;3;No;1;Yes;Yes;4;3;No distractions at all, silent room.;Had gezien dat we geen effect verwactte;1;happ;3.33333333333333;0.333333333333333;4;3;3;0;0;1;0
123;null;3;No;1;Yes;Yes;4;3;No distractions at all, silent room.;Had gezien dat we geen effect verwactte;2;happ;3;0;3;3;3;0;0;0;0
123;null;3;No;1;Yes;Yes;4;3;No distractions at all, silent room.;Had gezien dat we geen effect verwactte;3;happ;3;0;3;3;3;0;0;0;0
123;null;3;No;1;Yes;Yes;4;3;No distractions at all, silent room.;Had gezien dat we geen effect verwactte;1;neut;3;0;3;3;3;0;0;0;0
123;null;3;No;1;Yes;Yes;4;3;No distractions at all, silent room.;Had gezien dat we geen effect verwactte;2;neut;3;0;3;3;3;0;0;0;0
123;null;3;No;1;Yes;Yes;4;3;No distractions at all, silent room.;Had gezien dat we geen effect verwactte;3;neut;3;0;3;3;3;0;0;0;0
124;null;4;No;0;No;I am not sure;4;6;There was no distraction at all, it was completely quiet.;;1;happ;0.333333333333333;0;0;1;0;0;0;0;0
124;null;4;No;0;No;I am not sure;4;6;There was no distraction at all, it was completely quiet.;;2;happ;0;0.666666666666667;0;0;0;0;1;1;0
124;null;4;No;0;No;I am not sure;4;6;There was no distraction at all, it was completely quiet.;;3;happ;0;1;0;0;0;0;1;2;0
124;null;4;No;0;No;I am not sure;4;6;There was no distraction at all, it was completely quiet.;;1;neut;0;0;0;0;0;0;0;0;0
124;null;4;No;0;No;I am not sure;4;6;There was no distraction at all, it was completely quiet.;;2;neut;0;0.666666666666667;0;0;0;0;1;1;0
124;null;4;No;0;No;I am not sure;4;6;There was no distraction at all, it was completely quiet.;;3;neut;0;1;0;0;0;1;1;1;0
125;null;4;No;1;Yes;Yes;4;5;Nope;He already was familiar with this effect. He mentioned: I find it weird that you stated that there is no effect, while everyone knows that there is an effect. This made him a bit suspicious. However, he did not guessed that we are looking into demand characteristics. ;1;happ;2;0;3;1;2;0;0;0;0
125;null;4;No;1;Yes;Yes;4;5;Nope;He already was familiar with this effect. He mentioned: I find it weird that you stated that there is no effect, while everyone knows that there is an effect. This made him a bit suspicious. However, he did not guessed that we are looking into demand characteristics. ;2;happ;0;1;0;0;0;0;2;1;0
125;null;4;No;1;Yes;Yes;4;5;Nope;He already was familiar with this effect. He mentioned: I find it weird that you stated that there is no effect, while everyone knows that there is an effect. This made him a bit suspicious. However, he did not guessed that we are looking into demand characteristics. ;3;happ;0;0.666666666666667;0;0;0;0;1;1;0
125;null;4;No;1;Yes;Yes;4;5;Nope;He already was familiar with this effect. He mentioned: I find it weird that you stated that there is no effect, while everyone knows that there is an effect. This made him a bit suspicious. However, he did not guessed that we are looking into demand characteristics. ;1;neut;0.666666666666667;0;1;1;0;0;0;0;0
125;null;4;No;1;Yes;Yes;4;5;Nope;He already was familiar with this effect. He mentioned: I find it weird that you stated that there is no effect, while everyone knows that there is an effect. This made him a bit suspicious. However, he did not guessed that we are looking into demand characteristics. ;2;neut;0.333333333333333;0.333333333333333;1;0;0;0;1;0;0
125;null;4;No;1;Yes;Yes;4;5;Nope;He already was familiar with this effect. He mentioned: I find it weird that you stated that there is no effect, while everyone knows that there is an effect. This made him a bit suspicious. However, he did not guessed that we are looking into demand characteristics. ;3;neut;2.66666666666667;0;2;3;3;0;0;0;0
126;null;0;Yes;0;No;No;5;5;No distractions at all. I just drank some water.;The participant thought that we were investigating the relation between concentration and repetitive tasks. He found the text at the beginning stating what we think weird, but did not think we were looking into demand characteristics.  ;1;happ;1;0;1;2;0;0;0;0;0
126;null;0;Yes;0;No;No;5;5;No distractions at all. I just drank some water.;The participant thought that we were investigating the relation between concentration and repetitive tasks. He found the text at the beginning stating what we think weird, but did not think we were looking into demand characteristics.  ;2;happ;0.666666666666667;0;0;2;0;0;0;0;0
126;null;0;Yes;0;No;No;5;5;No distractions at all. I just drank some water.;The participant thought that we were investigating the relation between concentration and repetitive tasks. He found the text at the beginning stating what we think weird, but did not think we were looking into demand characteristics.  ;3;happ;0.666666666666667;0;0;2;0;0;0;0;0
126;null;0;Yes;0;No;No;5;5;No distractions at all. I just drank some water.;The participant thought that we were investigating the relation between concentration and repetitive tasks. He found the text at the beginning stating what we think weird, but did not think we were looking into demand characteristics.  ;1;neut;0.666666666666667;0;0;2;0;0;0;0;0
126;null;0;Yes;0;No;No;5;5;No distractions at all. I just drank some water.;The participant thought that we were investigating the relation between concentration and repetitive tasks. He found the text at the beginning stating what we think weird, but did not think we were looking into demand characteristics.  ;2;neut;0.666666666666667;0;0;2;0;0;0;0;0
126;null;0;Yes;0;No;No;5;5;No distractions at all. I just drank some water.;The participant thought that we were investigating the relation between concentration and repetitive tasks. He found the text at the beginning stating what we think weird, but did not think we were looking into demand characteristics.  ;3;neut;0.666666666666667;0;0;2;0;0;0;0;0
127;null;4;Yes;0;Yes;Yes;5;5;There were some people downstairs, but they barely made any sound.;The questionnaire of this participant was shut down halfway. Therefore, the participant started the questionnaire a second time. Because he already read all the text, he now quickly ran over it. He did not notice a difference in the text at the beginning. The first experiment he opened stated that we do not believe there is an effect. In the second questionnaire he answered with this knowledge. ;1;happ;3.66666666666667;1;4;3;4;1;1;1;2
127;null;4;Yes;0;Yes;Yes;5;5;There were some people downstairs, but they barely made any sound.;The questionnaire of this participant was shut down halfway. Therefore, the participant started the questionnaire a second time. Because he already read all the text, he now quickly ran over it. He did not notice a difference in the text at the beginning. The first experiment he opened stated that we do not believe there is an effect. In the second questionnaire he answered with this knowledge. ;2;happ;3.66666666666667;1;3;4;4;1;1;1;2
127;null;4;Yes;0;Yes;Yes;5;5;There were some people downstairs, but they barely made any sound.;The questionnaire of this participant was shut down halfway. Therefore, the participant started the questionnaire a second time. Because he already read all the text, he now quickly ran over it. He did not notice a difference in the text at the beginning. The first experiment he opened stated that we do not believe there is an effect. In the second questionnaire he answered with this knowledge. ;3;happ;2.66666666666667;1.33333333333333;3;2;3;1;1;2;2
127;null;4;Yes;0;Yes;Yes;5;5;There were some people downstairs, but they barely made any sound.;The questionnaire of this participant was shut down halfway. Therefore, the participant started the questionnaire a second time. Because he already read all the text, he now quickly ran over it. He did not notice a difference in the text at the beginning. The first experiment he opened stated that we do not believe there is an effect. In the second questionnaire he answered with this knowledge. ;1;neut;0.333333333333333;3;0;0;1;4;2;3;0
127;null;4;Yes;0;Yes;Yes;5;5;There were some people downstairs, but they barely made any sound.;The questionnaire of this participant was shut down halfway. Therefore, the participant started the questionnaire a second time. Because he already read all the text, he now quickly ran over it. He did not notice a difference in the text at the beginning. The first experiment he opened stated that we do not believe there is an effect. In the second questionnaire he answered with this knowledge. ;2;neut;0.333333333333333;2.33333333333333;1;0;0;3;1;3;1
127;null;4;Yes;0;Yes;Yes;5;5;There were some people downstairs, but they barely made any sound.;The questionnaire of this participant was shut down halfway. Therefore, the participant started the questionnaire a second time. Because he already read all the text, he now quickly ran over it. He did not notice a difference in the text at the beginning. The first experiment he opened stated that we do not believe there is an effect. In the second questionnaire he answered with this knowledge. ;3;neut;0.333333333333333;2;0;1;0;1;3;2;2
128;null;2;Yes;4;No;I am not sure;5;5;None;Found it strange that it stated we didnt believe in the effect of facial feedback and wondered if this differed for other people and if this was the basis of out research. ;1;happ;0.333333333333333;0;0;0;1;0;0;0;0
128;null;2;Yes;4;No;I am not sure;5;5;None;Found it strange that it stated we didnt believe in the effect of facial feedback and wondered if this differed for other people and if this was the basis of out research. ;2;happ;0.666666666666667;0;1;0;1;0;0;0;0
128;null;2;Yes;4;No;I am not sure;5;5;None;Found it strange that it stated we didnt believe in the effect of facial feedback and wondered if this differed for other people and if this was the basis of out research. ;3;happ;0;0;0;0;0;0;0;0;0
128;null;2;Yes;4;No;I am not sure;5;5;None;Found it strange that it stated we didnt believe in the effect of facial feedback and wondered if this differed for other people and if this was the basis of out research. ;1;neut;0;0;0;0;0;0;0;0;0
128;null;2;Yes;4;No;I am not sure;5;5;None;Found it strange that it stated we didnt believe in the effect of facial feedback and wondered if this differed for other people and if this was the basis of out research. ;2;neut;0;0;0;0;0;0;0;0;0
128;null;2;Yes;4;No;I am not sure;5;5;None;Found it strange that it stated we didnt believe in the effect of facial feedback and wondered if this differed for other people and if this was the basis of out research. ;3;neut;0;0;0;0;0;0;0;0;0
129;null;2;Yes;2;No;Yes;5;5;No distractions, but I had to look up the word: aggregation but that was only in the first questionnaire.;Participant got a bit irritated because he had to do the same thing over and over again and was wondering if this was what we wanted to measure.;1;happ;2;0.333333333333333;3;2;1;0;1;0;0
129;null;2;Yes;2;No;Yes;5;5;No distractions, but I had to look up the word: aggregation but that was only in the first questionnaire.;Participant got a bit irritated because he had to do the same thing over and over again and was wondering if this was what we wanted to measure.;2;happ;1.66666666666667;0;2;2;1;0;0;0;0
129;null;2;Yes;2;No;Yes;5;5;No distractions, but I had to look up the word: aggregation but that was only in the first questionnaire.;Participant got a bit irritated because he had to do the same thing over and over again and was wondering if this was what we wanted to measure.;3;happ;0.666666666666667;2.33333333333333;1;0;1;1;3;3;0
129;null;2;Yes;2;No;Yes;5;5;No distractions, but I had to look up the word: aggregation but that was only in the first questionnaire.;Participant got a bit irritated because he had to do the same thing over and over again and was wondering if this was what we wanted to measure.;1;neut;0.666666666666667;0;1;1;0;0;0;0;0
129;null;2;Yes;2;No;Yes;5;5;No distractions, but I had to look up the word: aggregation but that was only in the first questionnaire.;Participant got a bit irritated because he had to do the same thing over and over again and was wondering if this was what we wanted to measure.;2;neut;0;0.666666666666667;0;0;0;0;1;1;0
